"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
94222018,9422,2018,"MN0810000","MN0810000","","N","N",,"I","WASECA","WASECA","Waseca","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",6359,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,11,23,1,5,6,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","WASECA","Non-MSA","Y","Y","Y"
94232018,9423,2018,"MN0810100","MN0810100","","N","N",,"I","JANESVILLE","JANESVILLE PD","Janesville","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",2259,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","WASECA","Non-MSA","Y","Y","Y"
94242018,9424,2018,"MN0810200","MN0810200","","N","N",,"I","NEW RICHLAND","NEW RICHLAND PD","New Richland","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1184,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-APR-18,01-APR-18,01-DEC-18,01-AUG-19,01-DEC-18,"N","WASECA","Non-MSA","Y","Y","Y"
94252018,9425,2018,"MN0810300","MN0810300","","N","N",,"I","WASECA","WASECA PD","Waseca","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",8918,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,0,12,5,2,7,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","WASECA","Non-MSA","Y","Y","Y"
94602018,9460,2018,"MN0030600","MNDI01900","","N","N",,"I","WHITE EARTH TRIBAL","THE WHITE EARTH TRIBAL POLICE DEPARTMENT","White Earth Tribal","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","Tribal",0,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",26,4,30,2,2,4,0,0,01-JUN-16,01-FEB-17,01-FEB-17,01-JAN-18,01-JAN-18,01-JAN-18,"N","","Non-MSA","Y","Y","Y"
232512018,23251,2018,"MN0071000","MN0071000","","N","N",,"I","MADISON LAKE","MADISON LAKE","Madison Lake","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1183,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-APR-18,01-APR-18,01-JUN-18,01-JUN-18,01-JUN-18,"N","BLUE EARTH","Mankato, MN","Y","Y","Y"
232962018,23296,2018,"MN0560200","MN0560200","","N","N",,"I","PELICAN RAPIDS","PELICAN RAPIDS","Pelican Rapids","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",2467,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JUN-16,01-NOV-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","OTTER TAIL","Non-MSA","Y","Y","Y"
256522018,25652,2018,"MN0071200","MN0071200","","N","N",,"I","TRI-CITY","","Tri-City","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1397,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,1,0,1,0,0,01-JUN-16,01-MAY-18,01-MAY-18,01-JUN-18,01-JUN-18,01-JUN-18,"N","BLUE EARTH","Mankato, MN","Y","Y","Y"
257352018,25735,2018,"MN0800400","MN0800400","","N","N",,"I","MENAHGA","","Menahga","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1315,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-JUL-18,01-JUL-18,01-JUL-18,01-JUL-18,01-JUL-18,"N","WADENA","Non-MSA","Y","Y","Y"
257892018,25789,2018,"MN0221000","MN0221000","","N","N",,"I","MINNESOTA LAKE","","Minnesota Lake","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",641,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JUN-16,01-APR-18,01-APR-18,01-JUL-18,01-JUL-18,01-JUL-18,"N","FARIBAULT","Non-MSA","Y","Y","Y"
269052018,26905,2018,"MN0460200","MN0460200","","N","N",,"I","SHERBURN","","Sherburn","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1089,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","MARTIN","Non-MSA","Y","Y","Y"
269202018,26920,2018,"MN0460300","MN0460300","","N","N",,"I","TRUMAN","","Truman","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1046,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-APR-18,01-APR-18,01-JUN-18,01-JUN-18,01-JUN-18,"N","MARTIN","Non-MSA","Y","Y","Y"
269212018,26921,2018,"MN0460700","MN0460700","","N","N",,"I","TRIMONT","","Trimont","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",702,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JUN-16,01-APR-18,01-APR-18,01-JUN-18,01-JUN-18,01-JUN-18,"N","MARTIN","Non-MSA","Y","Y","Y"
269242018,26924,2018,"MN0150200","MN0150200","","N","N",,"I","CLEARBROOK","","Clearbrook","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",530,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JUN-16,01-FEB-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","CLEARWATER","Non-MSA","Y","Y","Y"
269262018,26926,2018,"MN0250600","MN0250600","","N","N",,"I","GOODHUE","","Goodhue","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1176,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-OCT-17,01-OCT-17,01-NOV-17,01-NOV-17,01-NOV-17,"N","GOODHUE","Non-MSA","Y","Y","Y"
269912018,26991,2018,"MN0800200","MN0800200","","N","N",,"I","SEBEKA","","Sebeka","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",670,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,1,0,1,0,0,01-JUN-16,01-JUL-18,01-JUL-18,01-OCT-18,01-AUG-19,01-AUG-19,"N","WADENA","Non-MSA","Y","Y","Y"
270872018,27087,2018,"MN0240200","MN0240200","MN0240000","N","N",,"I","ALDEN","","Alden","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",639,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"","N",,,,,,,0,0,01-JUN-16,01-AUG-17,01-AUG-17,01-AUG-17,01-AUG-17,01-AUG-17,"Y","FREEBORN","Non-MSA","N","Y","Y"
272922018,27292,2018,"MN0530200","MN0530200","","N","N",,"I","ADRIAN","","Adrian","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1223,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,1,0,1,0,0,01-JUN-16,01-DEC-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","NOBLES","Non-MSA","Y","Y","Y"
273442018,27344,2018,"MN0560700","MN0560700","","N","N",,"I","NEW YORK MILLS","","New York Mills","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1228,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-DEC-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","OTTER TAIL","Non-MSA","Y","Y","Y"
273452018,27345,2018,"MN0560600","MN0560600","","N","N",,"I","HENNING","","Henning","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",811,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-NOV-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","OTTER TAIL","Non-MSA","Y","Y","Y"
273462018,27346,2018,"MN0560800","MN0560800","","N","N",,"I","PARKERS PRAIRIE","","Parkers Prairie","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",998,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-NOV-17,01-NOV-17,01-JAN-18,01-JAN-18,01-JAN-18,"N","OTTER TAIL","Non-MSA","Y","Y","Y"
273472018,27347,2018,"MN0560400","MN0560400","","N","N",,"I","BATTLE LAKE","","Battle Lake","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",925,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-NOV-17,01-NOV-17,01-JAN-18,01-JAN-18,01-JAN-18,"N","OTTER TAIL","Non-MSA","Y","Y","Y"
273742018,27374,2018,"MN0030400","MN0030400","","N","N",,"I","LAKE PARK","","Lake Park","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",804,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-FEB-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","BECKER","Non-MSA","Y","Y","Y"
273752018,27375,2018,"MN0560300","MN0560300","","N","N",,"I","PERHAM","","Perham","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",3484,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,0,1,1,0,0,01-JUN-16,01-NOV-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","OTTER TAIL","Non-MSA","Y","Y","Y"
273772018,27377,2018,"MN0410400","MN0410400","","N","N",,"I","LAKE BENTON","","Lake Benton","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",634,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JUN-16,01-DEC-17,01-DEC-17,01-MAR-18,01-MAR-18,01-MAR-18,"N","LINCOLN","Non-MSA","Y","Y","Y"
273942018,27394,2018,"MN0030200","MN0030200","","N","N",,"I","FRAZEE","","Frazee","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1397,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-MAR-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","BECKER","Non-MSA","Y","Y","Y"
273952018,27395,2018,"MN0030900","MN0030900","","N","N",,"I","CALLAWAY","","Callaway","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",232,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JUN-16,01-FEB-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","BECKER","Non-MSA","Y","Y","Y"
273962018,27396,2018,"MN0410100","MN0410100","","N","N",,"I","TYLER","","Tyler","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1074,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-NOV-17,01-FEB-18,01-FEB-18,01-FEB-18,01-FEB-18,"N","LINCOLN","Non-MSA","Y","Y","Y"
275702018,27570,2018,"MN0800300","MN0800300","","N","N",,"I","VERNDALE","","Verndale","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",568,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JUN-16,01-JUL-18,01-JUL-18,01-JUN-19,01-JUL-18,01-JUL-18,"N","WADENA","Non-MSA","Y","Y","Y"
