"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2018,126345213,102571446,45,"C",20,,""
2018,126351377,102576167,51,"C",20,,""
2018,126351390,102571467,14,"C",13,,""
2018,126351407,102571476,47,"C",25,,""
2018,124785255,101213801,49,"C",18,,"N"
2018,124785257,101213803,40,"C",20,,""
2018,124795132,101213851,36,"C",14,,""
2018,124800331,101210898,5,"C",38,,""
2018,124800334,101210900,44,"C",20,,""
2018,124797116,101218831,51,"C",20,,""
2018,124800355,101218838,11,"C",23,,""
2018,124797168,101210947,41,"C",7,,""
2018,124800398,101213945,2,"C",20,,""
2018,124797240,101214000,14,"C",18,,""
2018,124795308,101214019,5,"C",23,,""
2018,124795325,101214042,45,"C",20,,""
2018,124800512,101214044,49,"C",20,,"N"
2018,124795330,101211046,49,"C",13,,"F"
2018,124797304,101218972,51,"C",20,,""
2018,124805356,101218978,49,"C",25,,"N"
2018,124805362,101214102,16,"C",13,,""
2018,124800581,101214111,2,"C",13,,""
2018,124800604,101221106,5,"C",11,,""
2018,124805408,101214172,5,"C",18,,""
2018,124800661,101214174,5,"C",18,,""
2018,124797406,101214180,45,"C",20,,""
2018,124800721,101219067,23,"C",8,,""
2018,124800734,101219073,14,"C",20,,""
2018,124797471,101214269,21,"C",20,,""
2018,124805477,101214298,23,"C",8,,""
2018,124797527,101214340,29,"C",8,,""
2018,124805522,101214362,5,"C",13,,""
2018,124805531,101221256,5,"C",18,,""
2018,124800895,101214382,23,"C",43,,""
2018,124797549,101214385,39,"C",20,,""
2018,124797553,101214393,49,"C",20,,"N"
2018,124797552,101214393,47,"C",20,,""
2018,124797568,101214416,45,"C",18,,""
2018,124805564,101214430,23,"C",7,,""
2018,124800944,101214439,45,"C",7,,""
2018,124800964,101221301,45,"C",23,,""
2018,124800972,101221311,5,"C",20,,""
2018,124800995,101221327,51,"C",20,,""
2018,124797630,101214502,5,"C",38,,""
2018,124801017,101221345,2,"C",20,,""
2018,124801022,101221351,51,"C",46,,""
2018,124801028,101221355,14,"C",18,,""
2018,124801036,101214527,16,"C",13,,""
2018,124797671,101221386,63,"C",8,,""
2018,124805664,101219254,62,"C",20,,""
2018,124805676,101214597,16,"C",15,,""
2018,124797713,101214613,41,"C",7,,""
2018,124805687,101214625,45,"C",23,,""
2018,124801158,101219279,14,"C",20,,""
2018,124805710,101221451,11,"C",23,,""
2018,124801190,101219294,2,"C",20,,""
2018,124795309,101218927,45,"C",20,,""
2018,124797270,101218941,16,"C",35,,""
2018,124800509,101218951,51,"C",20,,""
2018,124805340,101214064,45,"C",10,,""
2018,124800542,101214069,5,"C",20,,""
2018,124797316,101214084,45,"C",20,,""
2018,124800579,101214109,41,"C",8,,""
2018,124797400,101214168,11,"C",24,,""
2018,124800660,101219032,5,"C",18,,""
2018,124805416,101219039,47,"C",40,,""
2018,124797413,101214188,49,"C",20,,"N"
2018,124800677,101219046,14,"C",13,,""
2018,124800688,101214207,16,"C",18,,""
2018,124797442,101214229,51,"C",20,,""
2018,124797456,101214244,16,"C",18,,""
2018,124800754,101214273,5,"C",20,,""
2018,124805473,101214288,21,"C",23,,""
2018,124800835,101221234,14,"C",18,,""
2018,124800834,101221234,5,"C",18,,""
2018,124800872,101221251,14,"C",18,,""
2018,124800880,101214374,16,"C",18,,""
2018,124800897,101214383,45,"C",20,,""
2018,124800988,101214474,23,"C",12,,""
2018,124805596,101221330,5,"C",19,,""
2018,124797623,101219211,47,"C",20,,""
2018,124801011,101214496,47,"C",23,,""
2018,124797635,101221343,51,"C",25,,""
2018,124801025,101214515,47,"C",18,,""
2018,124801032,101214524,5,"C",23,,""
2018,124805625,101214524,50,"C",23,,""
2018,124805630,101219227,5,"C",18,,""
2018,124801053,101214538,14,"C",18,,""
2018,124797675,101214556,16,"C",13,,""
2018,124801134,101219268,51,"C",20,,""
2018,124805695,101219280,51,"C",20,,""
2018,124797725,101219282,45,"C",23,,""
2018,124801171,101214643,14,"C",20,,""
2018,124801178,101214653,14,"A",13,,""
2018,124801181,101219291,45,"C",20,,""
2018,124801196,101219297,51,"C",20,,""
2018,124805717,101214662,14,"C",20,,""
2018,124797748,101221469,23,"C",8,,""
2018,123975899,100490820,2,"C",2,,""
2018,123969692,100490824,2,"C",25,,""
2018,123969730,100494448,5,"C",19,,""
2018,123971227,100485547,2,"C",21,,""
2018,123971245,100494487,5,"C",13,,""
2018,123969792,100494493,45,"C",20,,""
2018,123976001,100490912,13,"C",14,,""
2018,123969838,100485614,5,"C",20,,""
2018,123969842,100485618,51,"C",20,,""
2018,123971435,100490993,45,"C",38,,""
2018,123971436,100490993,5,"C",38,,""
2018,123971470,100491015,51,"C",20,,""
2018,123976138,100491023,41,"C",47,,""
2018,123976154,100491033,21,"C",13,,""
2018,123971501,100485774,45,"C",20,,""
2018,123971534,100485804,41,"C",2,,""
2018,123976203,100485826,11,"C",2,,""
2018,123970061,100496109,5,"C",18,,""
2018,123971616,100485871,28,"C",25,,""
2018,123971631,100496122,51,"C",20,,""
2018,123971641,100494753,14,"C",18,,""
2018,123970093,100496126,16,"C",21,,""
2018,123970126,100494778,23,"C",24,,""
2018,123970133,100485950,5,"C",13,,""
2018,123971703,100494792,45,"C",18,,""
2018,123976283,100496159,47,"C",20,,""
2018,123971724,100494804,45,"C",18,,""
2018,123976294,100494813,16,"C",20,,""
2018,123971740,100494813,51,"C",20,,""
2018,123971755,100486006,14,"C",18,,""
2018,123971775,100496183,14,"C",18,,""
2018,123971807,100501054,49,"C",20,,"N"
2018,123971821,100494870,49,"C",8,,"N"
2018,123971822,100494870,2,"C",8,,""
2018,123971838,100494882,20,"C",20,,""
2018,123971861,100494892,41,"C",7,,""
2018,123970263,100496232,5,"C",5,,""
2018,123976373,100496238,51,"C",18,,""
2018,123976390,100496258,51,"C",20,,""
2018,123970312,100494943,44,"C",20,,""
2018,123971936,100494957,5,"C",21,,""
2018,123980367,100501210,47,"C",7,,""
2018,123972000,100501212,2,"C",21,,""
2018,123980379,100496307,2,"C",20,,""
2018,123980392,100496316,23,"C",8,,""
2018,123980397,100496321,23,"C",43,,""
2018,123976469,100496329,49,"C",18,,"F"
2018,123980421,100501290,63,"C",47,,""
2018,123980443,100495049,7,"C",30,,""
2018,123980447,100496364,5,"C",23,,""
2018,123972140,100501349,20,"C",20,,""
2018,123976521,100496376,23,"C",8,,""
2018,123972179,100501379,13,"C",3,,""
2018,123976535,100496395,2,"C",20,,""
2018,123976546,100501396,47,"C",20,,""
2018,123976577,100496425,14,"C",20,,""
2018,123980523,100501436,41,"C",25,,""
2018,123972248,100501443,51,"C",20,,""
2018,123976603,100501472,49,"C",18,,"N"
2018,123976626,100501506,41,"C",25,,""
2018,123972330,100496477,5,"C",16,,""
2018,123972344,100501537,45,"C",20,,""
2018,123972351,100495188,14,"C",20,,""
2018,123980702,100496594,14,"C",20,,""
2018,123980709,100496608,41,"C",21,,""
2018,123980716,100495289,45,"C",23,,""
2018,123972565,100495301,14,"C",13,,""
2018,123969961,100494643,16,"C",13,,""
2018,123971481,100494643,35,"C",13,,""
2018,123971487,100485755,45,"C",20,,""
2018,123976151,100491031,14,"C",20,,""
2018,123976166,100491040,49,"A",20,,"N"
2018,123970021,100485821,45,"C",20,,""
2018,123976206,100496086,2,"C",20,,""
2018,123976231,100496108,14,"C",20,,""
2018,123976236,100485867,56,"C",41,,""
2018,123976238,100496112,41,"C",8,,""
2018,123970080,100485887,40,"C",18,,""
2018,123970090,100485897,14,"C",18,,""
2018,123976265,100485928,16,"C",20,,""
2018,123970141,100485957,5,"C",18,,""
2018,123970147,100494797,5,"C",18,,""
2018,123971722,100485972,5,"C",20,,""
2018,123976296,100485991,21,"C",20,,""
2018,123971753,100486001,11,"C",25,,""
2018,123970188,100486030,16,"C",14,,""
2018,123976317,100486035,5,"C",18,,""
2018,123971791,100494852,45,"C",20,,""
2018,123970204,100494860,14,"C",20,,""
2018,123971873,100496226,51,"C",18,,""
2018,123971894,100494918,45,"C",25,,""
2018,123971903,100496242,47,"C",20,,""
2018,123971927,100501149,2,"C",20,,""
2018,123976404,100494956,5,"C",38,,""
2018,123980351,100496291,5,"C",20,,""
2018,123971986,100496294,23,"C",7,,""
2018,123971985,100496294,51,"C",7,,""
2018,123976435,100496302,23,"C",43,,""
2018,123972030,100496313,27,"C",20,,""
2018,123972048,100496324,23,"C",8,,""
2018,123976467,100496328,5,"C",38,,""
2018,123976468,100496328,14,"C",38,,""
2018,123976502,100501323,14,"C",18,,""
2018,123972125,100496362,23,"C",43,,""
2018,123972144,100501352,2,"C",20,,""
2018,123976518,100501358,23,"C",8,,""
2018,123972168,100495069,14,"C",20,,""
2018,123980489,100496406,40,"C",23,,""
2018,123980513,100495114,14,"C",20,,""
2018,123972242,100495119,47,"C",20,,""
2018,123980534,100495130,14,"C",20,,""
2018,123976596,100495139,51,"C",31,,""
2018,123972281,100501470,45,"C",7,,""
2018,123976608,100501478,45,"C",23,,""
2018,123980567,100496466,16,"C",15,,""
2018,123976640,100501528,46,"C",13,,""
2018,123972441,100496543,45,"C",8,,""
2018,123972451,100495239,14,"C",11,,""
2018,123972472,100501657,14,"C",20,,""
2018,123976735,100501664,14,"C",20,,""
2018,123976794,100496628,2,"C",47,,""
2018,123971160,100485486,63,"C",20,,""
2018,123971176,100494437,49,"C",20,,"F"
2018,123971213,100485534,45,"C",20,,""
2018,123969760,100490876,23,"C",8,,""
2018,123969801,100485583,56,"C",18,,""
2018,123975995,100485593,47,"C",20,,""
2018,123971284,100490920,45,"C",7,,""
2018,123971317,100494551,2,"A",20,,""
2018,123971322,100490936,56,"C",14,,""
2018,123976051,100494560,5,"C",11,,""
2018,123971353,100490955,49,"C",20,,"F"
2018,123971398,100490978,41,"C",29,,""
2018,123971440,100494621,5,"C",19,,""
2018,123969941,100494625,35,"C",18,,""
2018,123971458,100491008,5,"C",20,,""
2018,123976147,100485770,47,"C",20,,""
2018,123971524,100496050,44,"C",20,,""
2018,123976182,100496054,49,"C",20,,"F"
2018,123970009,100496063,23,"C",12,,""
2018,123971566,100496081,49,"C",20,,"N"
2018,123976226,100496105,51,"C",20,,""
2018,123970067,100494737,23,"C",24,,""
2018,123970087,100485895,51,"C",20,,""
2018,123971674,100496138,27,"C",20,,""
2018,123970132,100485948,5,"C",38,,""
2018,123976277,100496144,45,"C",20,,""
2018,123971699,100496153,23,"C",24,,""
2018,123970150,100485973,14,"C",38,,""
2018,123970161,100494817,49,"C",20,,"N"
2018,123970171,100486005,14,"C",18,,""
2018,123971766,100486018,16,"C",40,,""
2018,123971789,100496184,5,"C",20,,""
2018,123971793,100486041,45,"C",13,,""
2018,123970206,100496192,5,"C",20,,""
2018,123970227,100494871,21,"C",20,,""
2018,123970238,100501076,5,"C",20,,""
2018,123970253,100496223,27,"C",20,,""
2018,123970262,100494906,16,"C",13,,""
2018,123976369,100501119,5,"C",13,,""
2018,123970274,100501119,51,"C",20,,""
2018,123970288,100501129,51,"C",20,,""
2018,123970297,100494933,16,"C",20,,""
2018,123970298,100494933,35,"C",20,,""
2018,123971938,100496270,5,"C",13,,""
2018,123976408,100496275,51,"C",20,,""
2018,123971962,100496284,45,"C",7,,""
2018,123980343,100496287,14,"C",13,,""
2018,123971990,100494983,5,"C",4,,""
2018,123971992,100494983,49,"C",4,,"N"
2018,123976434,100496301,45,"C",43,,""
2018,123972038,100501248,5,"C",20,,""
2018,123976464,100501269,49,"C",20,,"N"
2018,123976474,100496332,14,"C",20,,""
2018,123972077,100495028,2,"C",20,,""
2018,123972099,100496352,16,"C",13,,""
2018,123980438,100495042,14,"C",20,,""
2018,123972131,100496367,5,"C",20,,""
2018,123972136,100496368,21,"C",20,,""
2018,123980460,100496374,47,"C",20,,""
2018,123972159,100495066,51,"C",20,,""
2018,123972172,100496384,11,"C",43,,""
2018,123972184,100495076,16,"C",13,,""
2018,123976547,100496404,47,"C",20,,""
2018,123976554,100496410,5,"C",13,,""
2018,123980506,100496418,11,"A",8,,""
2018,123976573,100495110,14,"C",20,,""
2018,123980536,100501447,45,"C",23,,""
2018,123972269,100495141,23,"C",7,,""
2018,123972282,100496452,21,"C",18,,""
2018,123980568,100501496,13,"C",21,,""
2018,123972340,100496482,51,"C",38,,""
2018,123976667,100496493,2,"C",13,,""
2018,123980649,100496539,14,"C",18,,""
2018,123980648,100496539,5,"C",18,,""
2018,123972461,100496558,45,"C",20,,""
2018,123976760,100495277,45,"C",20,,""
2018,123972532,100501709,51,"C",20,,""
2018,124795102,101213825,5,"C",20,,""
2018,124795135,101210871,11,"C",23,,""
2018,124795139,101218805,56,"C",38,,""
2018,124795142,101213859,51,"C",20,,""
2018,124795140,101213859,44,"C",20,,""
2018,124797092,101213867,45,"C",7,,""
2018,124800339,101218830,47,"C",45,,""
2018,124797126,101213898,47,"C",21,,""
2018,124795184,101218841,5,"C",13,,""
2018,124795208,101213925,56,"C",20,,""
2018,124797169,101210949,26,"C",47,,""
2018,124797186,101213954,16,"C",11,,""
2018,124797187,101213954,35,"C",11,,""
2018,124800412,101213961,41,"C",20,,""
2018,124797224,101210991,51,"C",20,,""
2018,124800447,101213987,5,"C",13,,""
2018,124800466,101214003,35,"C",13,,""
2018,124800472,101214011,45,"C",20,,""
2018,124797251,101214017,16,"C",13,,""
2018,124800477,101214017,35,"C",13,,""
2018,124795317,101214031,2,"A",20,,""
2018,124800496,101218940,7,"C",23,,""
2018,124797293,101214062,44,"C",20,,""
2018,124797319,101214088,41,"C",37,,""
2018,124797360,101221103,51,"C",20,,""
2018,124800614,101214131,14,"C",13,,""
2018,124800664,101214179,45,"C",36,,""
2018,124797410,101214184,5,"C",13,,""
2018,124800699,101214222,27,"C",13,,""
2018,124797437,101214226,51,"C",20,,""
2018,124800728,101214252,14,"C",12,,""
2018,124800737,101214258,23,"C",23,,""
2018,124805467,101219086,45,"C",20,,""
2018,124805469,101214283,47,"C",20,,""
2018,124800771,101214290,47,"C",20,,""
2018,124797486,101214290,21,"C",20,,""
2018,124797492,101214301,51,"C",20,,""
2018,124805483,101214308,46,"C",20,,""
2018,124797518,101214327,49,"C",20,,"F"
2018,124797524,101214335,7,"C",22,,""
2018,124805520,101219143,11,"C",7,,""
2018,124805527,101214368,14,"C",18,,""
2018,124805536,101214378,5,"C",20,,""
2018,124805537,101214378,14,"C",20,,""
2018,124805542,101221267,18,"C",35,,""
2018,124797562,101214409,5,"C",20,,""
2018,124797576,101221284,5,"C",18,,""
2018,124800941,101214435,46,"C",13,,""
2018,124797590,101214441,49,"C",20,,"N"
2018,124797619,101219207,41,"C",7,,""
2018,124805601,101214481,45,"C",20,,""
2018,124801009,101214492,14,"C",20,,""
2018,124797638,101214507,5,"C",20,,""
2018,124801034,101214525,36,"C",14,,""
2018,124801038,101221366,51,"C",13,,""
2018,124801054,101219232,14,"C",18,,""
2018,124801051,101219232,41,"C",18,,""
2018,124797665,101221379,40,"C",11,,""
2018,124801175,101214650,49,"C",20,,"N"
2018,124805708,101214650,14,"C",20,,""
2018,124801194,101219295,7,"C",18,,""
2018,124805716,101219302,41,"C",25,,""
2018,124805724,101214671,5,"C",5,,""
2018,124797041,101213828,51,"C",20,,""
2018,124785294,101218790,35,"C",13,,""
2018,124797053,101218790,16,"C",13,,""
2018,124795148,101218814,16,"C",13,,""
2018,124797114,101213884,21,"C",23,,""
2018,124795194,101210918,47,"C",20,,""
2018,124797209,101213966,21,"C",20,,""
2018,124795276,101213985,7,"C",18,,""
2018,124800462,101213998,51,"C",20,,""
2018,124800465,101214004,14,"C",18,,""
2018,124795307,101214018,5,"C",11,,""
2018,124800494,101214035,16,"C",35,,""
2018,124797352,101218994,14,"C",25,,""
2018,124797356,101218998,14,"A",18,,""
2018,124800627,101221121,36,"C",20,,""
2018,124797378,101214150,14,"C",14,,""
2018,124805412,101221143,45,"C",20,,""
2018,124797412,101214186,45,"C",40,,""
2018,124797421,101214197,5,"C",18,,""
2018,124797441,101214227,51,"C",20,,""
2018,124805447,101214232,8,"C",5,,""
2018,124797450,101214237,23,"C",46,,""
2018,124800738,101214260,11,"C",25,,""
2018,124797470,101214264,45,"C",25,,""
2018,124797478,101214285,51,"C",13,,""
2018,124800774,101214296,5,"C",18,,""
2018,124797488,101214296,14,"C",18,,""
2018,124805480,101221210,23,"C",12,,""
2018,124805490,101214326,44,"C",20,,""
2018,124797528,101219127,51,"C",25,,""
2018,124800852,101219131,7,"C",20,,""
2018,124797530,101219132,21,"C",20,,""
2018,124797536,101214359,36,"C",14,,""
2018,124805535,101214376,23,"C",8,,""
2018,124805534,101214376,16,"C",8,,""
2018,124800956,101214447,45,"C",23,,""
2018,124805580,101221306,45,"C",23,,""
2018,124800977,101214467,14,"C",18,,""
2018,124805598,101221332,16,"C",13,,""
2018,124797628,101214499,14,"C",20,,""
2018,124801052,101221375,49,"C",19,1,"N"
2018,124801070,101221388,45,"C",38,,""
2018,124805673,101214585,46,"C",7,,""
2018,124805674,101214591,7,"C",20,,""
2018,124797699,101214599,35,"C",13,,""
2018,124801145,101214619,16,"C",13,,""
2018,124801151,101221436,14,"C",20,,""
2018,124797726,101214638,45,"C",23,,""
2018,124805703,101219287,27,"C",20,,""
2018,124805714,101219296,35,"C",13,,""
2018,124801215,101214677,23,"C",8,,""
2018,124785267,101213806,45,"C",20,,""
2018,124797035,101213823,47,"C",7,,""
2018,124795108,101210844,5,"C",20,,""
2018,124795115,101210854,41,"C",2,,""
2018,124785311,101218803,49,"C",5,,"F"
2018,124785326,101213871,35,"C",13,,""
2018,124795162,101213871,16,"C",13,,""
2018,124795167,101210891,16,"C",11,,""
2018,124795170,101213879,16,"C",13,,""
2018,124800333,101213879,35,"C",13,,""
2018,124795177,101218832,51,"C",20,,""
2018,124797117,101218832,5,"C",20,,""
2018,124795197,101210922,14,"C",20,,""
2018,124800374,101213923,11,"C",2,,""
2018,124800379,101210936,5,"C",13,,""
2018,124797167,101213940,49,"C",20,,"N"
2018,124797174,101213947,47,"C",20,,""
2018,124797183,101210962,23,"C",7,,""
2018,124797222,101218902,45,"C",24,,""
2018,124800444,101218908,23,"C",8,,""
2018,124797230,101213990,44,"C",20,,""
2018,124797252,101211021,35,"C",13,,""
2018,124795305,101211021,16,"C",13,,""
2018,124800481,101214022,45,"C",8,,""
2018,124800484,101211025,45,"C",41,,""
2018,124797278,101214043,45,"C",20,,""
2018,124805351,101214074,44,"C",20,,""
2018,124805350,101214074,49,"C",20,,"N"
2018,124805367,101214112,44,"C",20,,""
2018,124805390,101214133,47,"C",18,,""
2018,124797416,101221152,5,"C",18,,""
2018,124800701,101214223,49,"C",7,,"F"
2018,124805450,101221171,36,"C",20,,""
2018,124805459,101214254,23,"C",7,,""
2018,124800773,101214295,49,"C",20,,"N"
2018,124797511,101214322,51,"C",22,,""
2018,124805502,101221239,14,"C",20,,""
2018,124805512,101214356,5,"C",13,,""
2018,124805513,101214356,14,"C",13,,""
2018,124800890,101214380,41,"C",12,,""
2018,124805539,101214380,47,"C",25,,""
2018,124800901,101219157,45,"C",20,,""
2018,124797556,101214399,16,"C",11,,""
2018,124797557,101214399,35,"C",11,,""
2018,124800911,101214400,51,"C",20,,""
2018,124805556,101214413,11,"C",7,,""
2018,124805566,101221287,14,"C",18,,""
2018,124805592,101214464,28,"C",20,,""
2018,124800984,101214470,5,"C",38,,""
2018,124805610,101214498,2,"C",20,,""
2018,124805621,101221357,47,"C",20,,""
2018,124801092,101219252,5,"C",20,,""
2018,124801107,101214573,51,"C",20,,""
2018,124801115,101214581,45,"C",7,,""
2018,124805678,101221423,16,"C",31,,""
2018,124801132,101214603,5,"C",11,,""
2018,124797708,101214609,16,"C",13,,""
2018,124797715,101214616,45,"C",20,,""
2018,124797724,101221443,49,"C",20,,"F"
2018,124801168,101214644,14,"C",20,,""
2018,124801167,101214644,5,"C",20,,""
2018,124801176,101214648,14,"C",18,,""
2018,124801200,101221462,45,"C",20,,""
2018,124801217,101214674,23,"C",8,,""
2018,127424887,103498724,49,"C",18,,"N"
2018,127415143,103504329,16,"C",13,,""
2018,127424900,103504329,35,"C",13,,""
2018,127420064,103504337,16,"C",41,,""
2018,127420107,103504364,46,"C",20,,""
2018,127415189,103504364,16,"C",20,,""
2018,127424933,103504367,2,"C",20,,""
2018,127415228,103509567,23,"C",12,,""
2018,127420138,103498818,45,"C",23,,""
2018,123969687,100490821,21,"C",20,,""
2018,123971165,100485496,47,"C",13,,""
2018,123971171,100485504,45,"C",20,,""
2018,123969728,100490844,35,"C",13,,""
2018,123976071,100485678,23,"C",8,,""
2018,123969904,100490968,63,"C",8,,""
2018,123969957,100485744,23,"C",8,,""
2018,123971510,100485782,51,"C",20,,""
2018,123971511,100485782,5,"C",20,,""
2018,123976170,100491044,49,"C",20,,"F"
2018,123971563,100496075,2,"C",47,,""
2018,123971571,100485828,14,"C",18,,""
2018,123976227,100485855,35,"C",13,,""
2018,123970068,100496111,5,"C",7,,""
2018,123971632,100485882,49,"C",20,,"N"
2018,123970088,100496125,5,"C",18,,""
2018,123976257,100485918,56,"C",20,,""
2018,123970124,100496141,18,"C",3,,""
2018,123970130,100494780,46,"C",13,,""
2018,123971692,100496146,16,"C",13,,""
2018,123970144,100496155,14,"C",18,,""
2018,123970156,100485987,49,"C",19,1,"F"
2018,123970165,100494819,23,"C",8,,""
2018,123970194,100494853,14,"A",20,,""
2018,123976331,100501056,5,"C",18,,""
2018,123971865,100494895,49,"C",6,,"N"
2018,123971869,100494899,36,"C",20,,""
2018,123976364,100501111,51,"C",20,,""
2018,123971896,100501127,47,"C",20,,""
2018,123976376,100501127,2,"C",46,,""
2018,123970306,100501139,16,"C",13,,""
2018,123970322,100494955,5,"C",13,,""
2018,123976405,100501159,5,"C",13,,""
2018,123971943,100496272,5,"C",25,,""
2018,123976411,100494966,16,"C",13,,""
2018,123976412,100494966,35,"C",13,,""
2018,123976428,100496295,11,"C",24,,""
2018,123972011,100501223,23,"C",43,,""
2018,123976438,100501229,5,"C",25,,""
2018,123972028,100496311,21,"C",24,,""
2018,123976456,100495009,28,"C",13,,""
2018,123972045,100495009,2,"C",13,,""
2018,123976462,100501268,16,"C",13,,""
2018,123972059,100495015,11,"C",8,,""
2018,123972076,100501289,5,"C",22,,""
2018,123972075,100501289,45,"C",22,,""
2018,123972084,100501298,23,"C",8,,""
2018,123976494,100496353,49,"C",46,,"F"
2018,123980433,100496353,5,"C",46,,""
2018,123976506,100501334,16,"C",18,,""
2018,123972139,100501347,45,"C",25,,""
2018,123972147,100501354,23,"C",43,,""
2018,123972156,100501363,14,"C",46,,""
2018,123980471,100496380,23,"C",8,,""
2018,123980478,100496388,16,"C",12,,""
2018,123972205,100495087,16,"C",13,,""
2018,123976555,100501405,46,"C",13,,""
2018,123972219,100501412,45,"C",23,,""
2018,123980507,100495106,5,"C",18,,""
2018,123976566,100495108,45,"C",7,,""
2018,123972249,100496436,45,"C",23,,""
2018,123976597,100501464,27,"C",20,,""
2018,123972302,100495161,45,"C",25,,""
2018,123976630,100496470,14,"C",20,,""
2018,123980582,100501525,27,"C",20,,""
2018,123972339,100501534,14,"C",18,,""
2018,123972348,100501543,23,"C",17,,""
2018,123980603,100495200,51,"C",20,,""
2018,123976686,100496518,49,"C",20,,"N"
2018,123980629,100501593,47,"C",24,,""
2018,123976714,100496550,14,"C",18,,""
2018,123972477,100496567,14,"C",18,,""
2018,123980723,100495294,14,"C",20,,""
2018,123976787,100496622,14,"C",20,,""
2018,123976799,100496629,49,"C",20,,"N"
2018,130266587,106056344,44,"C",20,,""
2018,130266602,106046429,51,"C",21,,""
2018,130271416,106046436,16,"C",13,,""
2018,130271417,106056357,45,"C",36,,""
2018,130261594,106051486,41,"C",7,,""
2018,126345247,102576194,14,"C",18,,""
2018,126348134,102576204,47,"C",20,,""
2018,126348155,102576225,35,"C",13,,""
2018,126348161,102576235,5,"C",20,,""
2018,126351467,102576235,51,"C",20,,""
2018,126345302,102571521,35,"C",7,,""
2018,126345301,102571521,16,"C",7,,""
2018,126345308,102571525,45,"C",20,,""
2018,126345328,102576262,49,"C",18,,"N"
2018,126351516,102576281,44,"C",20,,""
2018,126345364,102566744,23,"C",25,,""
2018,126345379,102571579,2,"C",20,,""
2018,126345391,102566761,14,"C",22,,""
2018,126345393,102571591,21,"C",20,,""
2018,126345438,102576361,5,"C",20,,""
2018,126348296,102566821,44,"C",20,,""
2018,126345462,102571653,44,"C",20,,""
2018,126351618,102566832,11,"C",5,,""
2018,126351634,102571668,44,"C",22,,""
2018,126349394,102567720,5,"C",13,,""
2018,126356500,102567767,23,"C",8,,""
2018,126356531,102567790,5,"C",13,,""
2018,126349466,102567795,5,"C",21,,""
2018,126349472,102567802,14,"C",20,,""
2018,126349474,102572625,49,"C",20,,"N"
2018,126356539,102567805,5,"C",20,,""
2018,126349476,102567805,47,"C",20,,""
2018,126349510,102567823,35,"C",13,,""
2018,126349509,102567823,16,"C",13,,""
2018,126356572,102567838,51,"C",20,,""
2018,126349597,102577470,20,"C",20,,""
2018,126352911,102567937,5,"C",20,,""
2018,126356715,102577507,14,"C",36,,""
2018,126352918,102577507,45,"C",36,,""
2018,126356815,102568058,44,"C",21,,""
2018,126349781,102568091,23,"C",8,,""
2018,126356868,102568093,5,"C",13,,""
2018,126356876,102568105,28,"C",7,,""
2018,126353065,102572888,16,"C",13,,""
2018,126356925,102577625,49,"C",20,,"N"
2018,126349822,102572900,36,"C",20,,""
2018,126353089,102572911,23,"C",8,,""
2018,126349839,102572916,14,"C",18,,""
2018,123971159,100490822,51,"C",13,,""
2018,123971170,100485502,23,"C",7,,""
2018,123971177,100490830,41,"C",7,,""
2018,123975916,100490830,63,"C",7,,""
2018,123975933,100490853,16,"C",13,,""
2018,123975934,100490853,35,"C",13,,""
2018,123975940,100494455,21,"C",20,,""
2018,123971215,100485535,16,"C",13,,""
2018,123971229,100490875,47,"C",20,,""
2018,123969775,100490884,16,"C",13,,""
2018,123969786,100485574,47,"C",20,,""
2018,123975983,100490901,27,"C",20,,""
2018,123975998,100494515,5,"C",13,,""
2018,123971304,100494538,23,"C",7,,""
2018,123969857,100490938,49,"C",38,,"F"
2018,123971333,100485646,35,"C",13,,""
2018,123971332,100485646,16,"C",13,,""
2018,123969882,100485666,41,"C",7,,""
2018,123969881,100485666,47,"C",7,,""
2018,123969901,100490965,23,"C",24,,""
2018,123976083,100494594,16,"C",20,,""
2018,123976084,100494594,35,"C",20,,""
2018,123971396,100490976,28,"C",13,,""
2018,123976104,100485721,63,"C",2,,""
2018,123971479,100485746,5,"C",13,,""
2018,123971502,100485775,21,"C",21,,""
2018,123970003,100485803,49,"C",12,,"F"
2018,123976188,100494685,45,"C",3,,""
2018,123971548,100496065,11,"C",23,,""
2018,123971572,100494704,23,"C",8,,""
2018,123971586,100494713,45,"C",7,,""
2018,123971633,100496123,51,"C",24,,""
2018,123970079,100485888,16,"C",14,,""
2018,123970081,100485888,51,"C",14,,""
2018,123971656,100494763,51,"C",8,,""
2018,123976261,100485925,40,"C",20,,""
2018,123970135,100494786,47,"C",20,,""
2018,123971700,100496151,51,"C",20,,""
2018,123971707,100494795,47,"C",8,,""
2018,123971719,100494800,5,"C",20,,""
2018,123976287,100485975,45,"C",13,,""
2018,123971737,100496166,14,"C",13,,""
2018,123970169,100486002,23,"C",8,,""
2018,123976334,100501066,5,"C",20,,""
2018,123976338,100494879,20,"C",20,,""
2018,123976339,100501074,51,"C",20,,""
2018,123976353,100501097,41,"C",7,,""
2018,123971885,100496235,16,"C",20,,""
2018,123971899,100496239,49,"C",8,,"N"
2018,123971898,100496239,23,"C",8,,""
2018,123976382,100496249,5,"C",20,,""
